,student name,age,average mark
3959,Robert Ruby,24,7.05
4529,Maureen Elliott,24,6.96
4106,Johnnie Turner,24,1.96
3946,Robert Wada,24,8.18
4582,Vincent Taliaferro,24,9.22
811,Ryan Jaramillo,24,2.49
3937,Belinda Hernandez,24,4.67
3935,Krista Brixey,24,1.91
1539,Silas Floyd,24,4.04
1541,Karen Law,24,3.04
3980,Christy Pitts,24,8.82
829,Kimberly Conrow,24,2.14
3929,Alyson Ramirez,24,1.46
4100,Kenneth Sherman,24,3.02
1403,Nina Marshall,24,7.07
862,Herman Lindsay,24,9.96
1407,Fred Boxx,24,1.41
1408,Steven Cavanaugh,24,1.69
4054,Robbyn Ramos,24,2.68
857,Mike Thomas,24,6.94
4047,Vicki Lopez,24,3.48
4044,John Matthews,24,3.22
4075,Jeffrey Taylor,24,4.41
853,Ronald Ruiz,24,8.07
30,Jana Ramos,24,0.9
4029,Dora Hellard,24,7.79
4551,William Feagin,24,9.73
1448,Andrea Cochran,24,4.0
1454,Dorothy Kratky,24,5.08
4096,Chester Sims,24,0.59
3999,Marilyn Parker,24,8.93
1542,Ashley Hopkins,24,9.02
1544,Sherman Fox,24,4.33
4140,Kenneth Lopez,24,5.68
4524,Amber Jimenez,24,7.27
4523,Eldon Luby,24,8.42
3874,Karla Hale,24,7.64
792,Richard Perry,24,0.4
1346,Megan Carter,24,0.22
1633,Frank Feldman,24,6.71
1342,Jonathan Coulson,24,9.05
4598,Miguel Graham,24,2.92
4126,Wanda Lamb,24,5.42
4606,Windy Coffin,24,9.92
773,John Dailey,24,0.13
3811,Jeanne Washington,24,0.18
3810,Cheryl Baker,24,6.95
1685,Robert Orchard,24,8.21
1690,Adam Smith,24,7.23
1324,Antoine Green,24,9.33
1323,Jeanette Crites,24,0.25
4610,Clifton Matchett,24,6.31
1607,Michelle Oetzel,24,4.49
1593,Lillie Scott,24,1.89
76,Marjorie Minchew,24,5.1
1592,Patricia Smith,24,3.21
3925,Harold Jacobs,24,7.08
3923,Vickie Shipton,24,3.5
3922,Kerry Gohn,24,5.65
3911,Madonna Kellogg,24,3.01
1561,Elizabeth Warner,24,9.39
1567,Carlos Stephenson,24,5.23
62,James Peterson,24,8.67
1570,Jerry Weber,24,8.71
3902,James Hess,24,6.48
1576,Antoinette Jones,24,2.72
800,Karen Gentges,24,5.79
3898,Gerald Johnson,24,9.62
3896,Margaret Humbert,24,2.01
1584,Rodney Mannino,24,5.15
236,William Hof,24,3.48
1587,Michael Dergance,24,4.86
1591,Edward Butterfield,24,3.69
3531,Tammy Adkins,24,9.27
684,Monique Nix,24,8.8
639,Stephanie Kline,24,3.81
1181,Linda Scott,24,1.79
2186,Linda Wilson,24,9.52
3377,Florentina Clark,24,9.8
3376,Laura Woodard,24,9.43
3374,Michael Roy,24,1.32
1174,Aaron Snyder,24,9.38
2208,Mack Zimmerman,24,5.21
4787,John Qualls,24,0.11
106,Manuel Rankin,24,0.96
107,Mary Beltrami,24,1.71
3353,Walter Evans,24,7.54
3350,James Billings,24,3.43
310,Sandra Sinn,24,1.46
4262,Francis Pickett,24,4.5
4789,Andrew Peters,24,8.72
2227,Dana Sable,24,4.89
4791,Christopher Roupe,24,8.76
2233,Joseph Arce,24,0.75
4475,Edward Sterling,24,4.69
3388,Barbara Sullivan,24,0.48
4237,Mary Madlung,24,0.77
4776,Yolanda Marlatt,24,3.61
4239,James Bowman,24,2.3
2136,Mary Peacock,24,4.66
2138,Clint Hession,24,5.29
2139,June Watkins,24,3.3
3425,Jessie Washington,24,9.6
4775,Clinton Butcher,24,0.11
2149,Darnell Shannon,24,6.88
3419,Alexander Koetje,24,9.0
588,Jennifer Harris,24,0.93
3415,Marc Boise,24,1.45
3412,John Wolfe,24,1.96
3402,Peter Desrosier,24,7.46
2165,Jeff Barnhardt,24,4.92
3394,Erik Daly,24,7.81
2170,Barbara Johnson,24,0.45
2172,John Else,24,2.81
3389,Melissa Sullivan,24,0.85
2234,Anita Burns,24,4.29
555,Joseph Smith,24,8.22
4265,Aubrey Galletti,24,6.87
2241,Emilio Jeffers,24,7.79
523,Cynthia Richardson,24,1.1
4830,Carla Herrington,24,5.94
2315,Derek Jump,24,1.18
4278,Chadwick Friedman,24,3.39
4833,Yolanda Walston,24,5.04
113,Kathryn Kennedy,24,4.81
1149,Eric Houle,24,0.27
4283,Paul Duffey,24,6.87
4284,Valarie Flowers,24,3.8
3273,Candice Richardson,24,0.02
2331,Amado Valentine,24,6.71
3271,Joseph Santana,24,8.79
2333,Dustin Tison,24,4.42
3268,Dorothy Mccorkle,24,0.36
4464,William Henley,24,4.72
3267,Jack Mcnamee,24,2.11
2344,Lucille Chugg,24,5.51
3293,Chester Moody,24,2.97
3297,Kirk Adelson,24,5.96
4828,Robert Davis,24,0.36
2265,Kayla Waller,24,7.89
2242,Ryan Crowley,24,2.69
2244,Edward Smith,24,4.99
2246,Tabetha Brophy,24,9.31
3325,Jonathan Small,24,3.27
3324,Erin Baker,24,2.83
3319,Nathan Martinez,24,3.3
548,Zachary Keenan,24,9.34
2271,Stephen Bila,24,3.98
3304,James Hobbs,24,7.81
2275,Benjamin Koch,24,8.68
2277,Kevin Ghent,24,2.16
2280,Rolando Okoye,24,6.1
2281,Lisa Culbertson,24,0.33
4276,Marilyn Watkins,24,3.22
4815,Erin Stanhope,24,7.99
530,Helen Adams,24,4.18
4238,Nancy Kelly,24,2.74
4788,Donald Young,24,8.67
2083,Pamela Travers,24,5.27
2115,Cecile Ruiz,24,1.81
4069,Danielle Shininger,24,2.49
3520,Kathleen Brede,24,4.47
2108,Rick Starks,24,9.47
3463,Lucinda Amen,24,6.72
924,William Lupkes,24,0.27
4737,Barbara Ivancic,24,6.89
102,Tracy Martin,24,5.54
267,Rosa Murray,24,2.84
3480,Gregory Gray,24,3.4
2085,Gwendolyn Stern,24,4.67
3501,Emily Davis,24,8.5
99,Shawn Galvan,24,5.61
2081,Bertha Dudley,24,2.13
2054,Roxana Stout,24,5.89
204,Howard Sukhu,24,8.62
3490,Margaret Cummings,24,6.89
3509,Graham Marta,24,1.23
3523,Ron Deyo,24,6.63
2066,Phyllis Myer,24,1.55
4733,Alejandro Borne,24,2.98
2118,Alexis Gill,24,7.86
3526,Pete Rodriguez,24,3.47
3457,Lisa Brookins,24,0.03
4107,Jerald Dalessio,23,1.28
4273,Brian Liverman,23,5.87
3213,Tonia Waites,23,9.79
3527,Hailey Susanin,23,3.35
3537,Thomas Williams,23,0.95
2874,Marilyn Bledsoe,23,3.51
3064,Breanne Boudreaux,23,4.34
3310,Arlene Kelly,23,6.52
26,Linda Veliz,23,7.06
3221,Victor Norman,23,6.05
4112,James Hanks,23,3.79
3308,Barbara Fullerton,23,9.75
2868,Toni Clower,23,1.42
4724,Iona Dick,23,9.5
3945,Nathan Gomez,23,2.08
3067,William Wheeler,23,7.38
4895,George Patterson,23,9.28
100,Susan Allen,23,5.77
4843,Calvin Dibenedetto,23,6.36
4104,Cory Gay,23,8.15
4055,Lori Hyzer,23,7.8
2877,Monica Hess,23,5.06
4080,Amber Oakes,23,1.02
3312,Richard Davies,23,8.66
4416,John Parsons,23,7.84
2895,Denise Dannels,23,5.72
3328,Donald Garney,23,4.74
4966,Julia Gardner,23,0.6
3136,Marian Webb,23,7.6
3327,Gary Veloz,23,3.56
3899,Michael Lee,23,9.9
3579,Owen Bell,23,6.02
3054,Melissa Powell,23,1.22
3134,Patricia Quigley,23,6.68
79,Christine Brayman,23,7.69
3318,Gary Riddell,23,1.71
3055,Brenda Quinn,23,8.96
4302,Darlene Banner,23,8.95
4743,Cathy Brothers,23,4.43
4272,Diane Posner,23,5.28
4585,Shane Bark,23,5.27
4527,Amy Hein,23,6.1
3057,Tiffani Stevenson,23,4.01
3133,Angela Nguyen,23,8.39
4458,Eric Lewis,23,6.99
4889,Toni Churchill,23,1.77
2862,Vanessa Hill,23,8.27
4984,Theodore Reese,23,3.4
3278,Mary Pineda,23,5.83
114,Loretta Young,23,2.23
4000,Lela Martinez,23,3.74
2842,Jessica Gonzales,23,7.87
3085,Lloyd Ivy,23,3.29
4002,Patrick White,23,2.48
4980,Maggie Ruckman,23,2.89
4093,Lashawn Rocha,23,1.6
2840,Minnie Choice,23,8.27
4532,Natalie Backus,23,2.68
4340,Ashley Holohan,23,7.01
4008,Elva Lewis,23,1.19
4563,Debra Veil,23,6.1
66,Brett Maobi,23,4.1
4089,Nicholas Wiand,23,7.81
4039,Daniel Brockington,23,7.63
4983,Connie Parker,23,5.09
4015,Elva Castro,23,3.42
4212,George Cobham,23,5.21
4037,Edmund Williams,23,3.6
3279,Edward Sheffield,23,6.23
4566,Roberta Shields,23,3.55
3541,Denise Mitchell,23,4.13
3991,Jason Cade,23,9.59
4217,Jason Payne,23,1.19
3965,Cathy Gray,23,7.27
3230,Helen Perez,23,1.5
3070,Spencer Robinson,23,2.79
4969,Mable Frappier,23,1.39
4486,Michael Mincy,23,9.33
3284,Donald Valentine,23,4.65
3232,Walter Spencer,23,7.72
4404,Dannie Almaraz,23,8.34
4738,Joyce Felton,23,7.28
4883,Robert Mcglone,23,4.46
4405,Roger Campbell,23,0.25
4888,Brandon Levine,23,4.57
2,Lori Thomas,23,3.63
3989,Patricia Chien,23,9.28
4568,Roxane Filthaut,23,9.65
4281,Dan Smith,23,4.47
4543,Rebecca Tello,23,2.61
3257,Shameka Rush,23,3.31
4770,Joyce Isenberg,23,1.52
3883,Darla Miller,23,6.13
4469,Natalie Shipley,23,9.5
3150,Beatrice Garcia,23,7.21
4156,Javier Floyd,23,7.61
3403,Robert Braun,23,1.84
4243,Jason Washington,23,8.41
3735,Ryan Tracy,23,8.79
3646,Vivian Oconnell,23,0.61
25,Matthew Imhof,23,1.84
4625,Evie Harrison,23,3.01
3751,Manuel Kym,23,8.75
4759,Wanda Olson,23,4.05
4145,Thomas Cox,23,8.95
134,James Taylor,23,7.71
4157,Mary Turpin,23,2.64
123,Daniel Delfuente,23,5.05
3625,Richard Danielson,23,8.02
3788,Regina Parras,23,2.31
2966,Lucille Temple,23,0.21
4615,Anna Wingard,23,6.64
4178,Sheila Worthy,23,9.93
105,Timothy Adam,23,0.87
3373,Megan Floyd,23,8.99
4613,Patricia Pace,23,7.66
4780,Greg Holland,23,4.41
3406,Gena Washington,23,2.56
3712,Beryl Landry,23,4.11
4183,Judy Brinton,23,6.47
3000,James Dewey,23,0.67
4769,Sherrie Mathis,23,6.19
4359,Callie Mohr,23,5.7
3672,Mack Green,23,8.67
3005,Anthony Ruffin,23,2.46
4319,Lakisha Welch,23,3.98
4665,James Ford,23,3.12
24,Lisa Green,23,5.87
95,Donald Mcglaughlin,23,8.13
3663,Patricia Steury,23,6.21
3679,Lisa Martinez,23,9.75
3437,Javier Rosado,23,3.23
15,Debra Sollenberger,23,3.56
4675,Jerome Elliott,23,4.31
4651,Anthony Goodwin,23,0.8
4647,Betty Corbin,23,5.16
3657,Sara Cardozo,23,6.97
4644,Tiffanie Skrebes,23,8.52
4162,Johnny Comeaux,23,5.89
3656,Lisa Smith,23,6.55
3418,Casey Averill,23,7.83
3014,Gwendolyn Walker,23,4.74
3710,Augusta Lockett,23,1.16
4690,Darlene Butler,23,2.67
4906,Gayle Mitchell,23,3.36
3183,Mary Griffin,23,3.06
3499,Robert Feldman,23,9.75
3861,Eula Martirano,23,5.66
3865,Doris Richards,23,3.71
4379,Laurence Jording,23,9.68
3866,Pearl Thompson,23,1.05
13,Michael Fritts,23,6.2
3498,Lonnie Hutchison,23,7.69
2914,Mary William,23,9.31
81,Hugh Hays,23,1.25
4119,Reba Barnes,23,4.64
3600,Rose Steuer,23,9.8
3876,John Otto,23,6.05
3796,Marvin Rominger,23,9.7
4117,Rafael Murphy,23,2.74
3880,Mary Mccrae,23,8.39
2905,Phillip Cohee,23,2.84
3881,Holly Morse,23,1.68
4797,Pamela Mendez,23,1.24
4232,Darren Baginski,23,4.3
2900,Nathan Wood,23,5.4
3198,Elaine Mauro,23,6.17
4381,Jeffrey Mcsweeney,23,4.79
96,Roberta Vinson,23,5.38
2920,Shana Utecht,23,2.58
4947,Maureen Miller,23,1.01
4707,Pauline Borich,23,7.77
4946,Donna Williams,23,4.85
3798,Kara Sherman,23,8.64
3619,Richard Gran,23,0.86
4204,Lucia Mitchell,23,3.96
4694,John Merkerson,23,5.52
3809,Michael Pease,23,1.59
3189,Elmer Rodriquez,23,9.45
38,Rita Wells,23,2.32
4751,William Negron,23,1.68
3487,Benjamin Hudson,23,4.16
2935,Sara Acree,23,1.85
3818,Otto Sedotal,23,6.19
3823,Aaron Hevner,23,6.85
4604,Delphia Garcia,23,7.1
3836,Julie Okeefe,23,5.23
4519,Connie Kimball,23,4.92
4179,Richard Dawson,23,0.77
2924,Larry Albro,23,8.51
3843,Frank Roberts,23,5.02
4181,Ben Sanchez,23,0.71
3854,Seth Mersch,23,9.16
2923,John Higa,23,3.24
3019,Russell Gordin,23,1.9
327,Ira Cunningham,23,4.33
4988,Steve Dunham,23,2.07
959,Eddie Stelzer,23,8.13
1011,Jeffrey Vinson,23,7.24
1009,Sherry Cusimano,23,4.11
994,Troy Solano,23,3.51
2422,Dessie Toll,23,7.08
992,Lucy Martin,23,9.04
2426,Cynthia Thomas,23,1.1
974,Mary Hollingsworth,23,8.66
967,Elsie Harden,23,6.77
946,Julie Matson,23,3.36
2312,Mindy Stewart,23,8.6
945,Amanda Harlan,23,6.7
941,Paul Coles,23,2.96
2474,Ashley Brookes,23,0.65
934,Carol Johnston,23,0.19
921,Thomas Bentley,23,5.99
918,Richard Mellis,23,0.21
892,Barbara Thomas,23,2.48
888,Gene Rodriguez,23,7.1
2406,Brenda Harrington,23,9.38
1019,Jeffrey Boucher,23,1.67
2398,Christy Folmer,23,6.01
2394,Jin Nesmith,23,7.64
1131,Sylvia Gorman,23,9.25
2323,Diane Motley,23,2.53
185,Kenneth Lowe,23,6.98
2332,Henry Binder,23,1.68
2334,Mark Bollman,23,7.24
1107,Rebecca Norton,23,1.42
182,Michelle Soto,23,2.93
1098,Leslie Castro,23,9.27
2362,Yuri Ross,23,0.12
280,Daryl Williams,23,3.59
1062,Richard Lopez,23,2.47
1054,Margaret Williams,23,3.03
1047,Don Marroquin,23,9.86
2375,Deanna Loges,23,7.34
2382,Carol Oneal,23,5.13
1042,Marco Stowman,23,6.09
2392,Tabitha Aviles,23,1.69
884,Kelly Kluge,23,6.28
164,Jennifer Root,23,1.45
880,Jessica Fitzgerald,23,5.48
2547,Tonya Rubin,23,7.65
2557,Gloria Gillen,23,5.95
720,Martin Rork,23,0.22
2569,Barry Lairy,23,8.29
719,Heather Peck,23,6.59
2572,Jean Grace,23,0.09
716,Maureen Walker,23,6.9
709,Kay Arpin,23,1.43
705,Stacy Cameron,23,9.33
2580,Pamela Stevenson,23,9.86
699,Denice Mauldin,23,1.78
683,Carol Koslosky,23,9.79
678,Mark Rudolph,23,1.57
2590,Homer Erich,23,9.52
2591,Ruby Deaton,23,4.24
674,Doris Leggette,23,0.27
2601,Cheryl Mangon,23,7.96
673,Michael Poole,23,3.82
2550,Regina Gaston,23,4.7
742,Paulette Eller,23,5.28
2503,Wilma Smith,23,9.6
2544,Diane Ford,23,4.01
865,Paula Parker,23,4.21
296,Suzanne Marquez,23,8.38
839,Kathleen Higgins,23,0.64
2509,Brenda Dembitzer,23,7.66
2513,Juan Morton,23,6.58
2514,James Burbridge,23,8.98
2515,Paul Revalee,23,6.57
825,Erika Moultrie,23,6.79
2517,Elva Whiting,23,6.91
805,Daniel Mayo,23,0.85
803,Marcus Miller,23,0.05
794,Dawn Lawless,23,7.76
774,Michael Gilmore,23,4.22
2533,Alvera Reiher,23,4.76
772,Charity Mills,23,8.44
2538,Darlene Paris,23,4.86
759,Jasper Demetro,23,8.33
1152,Adrienne Alonso,23,4.12
1164,Christopher Rankins,23,0.94
647,James Jackson,23,1.14
2024,Dennis Buckhalter,23,8.4
1676,Wallace Scrabeck,23,3.73
1982,Judy Burris,23,4.35
1662,Randolph Johnson,23,4.75
1993,Theresa Wallis,23,0.63
1640,Robert Silkenson,23,5.11
2006,Daniel George,23,2.64
1634,Carolyn Stunkard,23,2.69
1629,Richard Davis,23,1.92
1617,Raquel Smith,23,4.67
2306,Kimberly Lewis,23,0.16
2044,Leslie Vargas,23,1.16
2047,Hazel Alexander,23,5.76
1528,Emma Wright,23,5.58
1524,Martha Rodriguez,23,7.61
1515,Yvonne Woodard,23,4.98
2088,Kathleen Alexander,23,4.38
1505,Fredrick Bergin,23,5.91
1501,Ulrike Neller,23,2.92
1679,Larry Wood,23,1.14
1683,Brian Barber,23,6.98
1972,Donna Wright,23,8.94
1694,George Baker,23,5.69
219,Valentin Hill,23,5.71
1853,Eugene Rollo,23,4.88
1844,Maria Ruley,23,7.35
1869,Kimberly Landers,23,1.01
216,Grady Collins,23,3.21
1881,Shawn Stewart,23,7.17
1882,Tasha Sanderlin,23,2.08
1833,Gene Bang,23,4.62
1900,Cory Ecklund,23,1.02
1788,Thomas Gonzales,23,8.08
1929,Mattie Downes,23,7.84
210,Gloria Sample,23,0.45
209,John Kinney,23,2.2
1961,Ricky Puma,23,0.17
1728,Ronald Powell,23,6.98
1965,Louis Simmons,23,1.2
1700,Robert Pearson,23,4.07
2132,Alan Fleming,23,9.43
1444,Sheila Aronow,23,2.74
1435,Dorothy Slattery,23,0.49
1319,Lisa Russell,23,9.36
2215,William Chapin,23,2.78
1288,Forrest Fuller,23,9.43
1280,Rosie Smith,23,7.66
1260,John Uong,23,4.27
2235,Andrea Conley,23,4.32
2239,Eddie Plaza,23,8.25
2245,Jeri Slocum,23,4.41
1232,Melissa Spiker,23,9.75
2256,Jacob Chisholm,23,8.6
2285,Caroline Shaffer,23,6.31
1178,Eugene Lopez,23,3.05
1172,Keith Owen,23,4.06
1166,Phyllis Castillo,23,6.28
2301,John Miles,23,6.87
2303,Michael Ryan,23,7.11
2304,Willis Gregory,23,1.84
2305,Wayne Clark,23,6.17
2209,Kathryn Bell,23,1.8
1325,Alexander Johnson,23,3.43
2144,Numbers Steele,23,4.17
1327,Vicki Pena,23,7.62
2146,Margaret Haase,23,5.0
1415,Paul Brentson,23,1.94
248,Robert Looft,23,3.54
1400,Patricia Mahan,23,8.68
1392,Woodrow Tozier,23,0.91
1387,Kay Carlozzi,23,6.17
2161,Carletta Barney,23,1.7
2166,Jessica Campbell,23,5.44
2176,Sally Popovich,23,1.93
2177,Edward Henry,23,8.59
1362,Sharon Woodward,23,7.09
1361,Jesse Gerald,23,2.58
1350,Stephanie Perez,23,1.03
2180,Archie Figueroa,23,1.99
1341,Thelma Magic,23,4.2
1340,Dennis Johnston,23,2.71
2200,Corine Pope,23,0.82
2615,Alphonso Goolesby,23,3.4
2368,Marie Harber,23,4.92
579,Victor Garrido,23,0.21
607,Melanie Hadsell,23,3.01
574,Janet Tinsley,23,5.37
2769,Jennifer Williams,23,5.88
2797,Jacob Holloway,23,0.41
585,Madeline Lyons,23,0.68
426,Neil Nathan,23,7.28
425,Antonio Vallery,23,8.51
604,Craig Roberts,23,1.02
2803,Robin Brown,23,3.03
420,Dale Bobo,23,7.49
623,George Rosas,23,6.27
2744,Valencia Caravella,23,9.35
2746,Joseph Hurdle,23,0.32
615,Yvette Hadaway,23,7.87
149,Jenifer Williams,23,2.93
2806,Marilyn Gonzales,23,8.11
2651,Queen Cain,23,8.01
2650,Jami Greene,23,7.08
392,Mary Watts,23,3.27
573,Lori Pinkerton,23,1.63
2722,Curtis Speck,23,8.96
568,Robert Tafoya,23,0.14
2663,Gwendolyn Hodge,23,8.96
512,Gary Stokes,23,1.7
528,Jeffrey Conte,23,1.67
534,Emily Banks,23,3.25
535,Kathleen Goulet,23,9.82
493,Joshua Knudson,23,3.54
2679,Charles Luoma,23,6.06
492,Kathleen Shaffer,23,7.21
488,Kathryn Bergman,23,4.67
346,Marian Rojas,23,7.22
479,Raquel Will,23,4.15
314,Raymond Kimbrel,23,4.31
2669,Mason Gioia,23,3.45
475,Carla Adams,23,1.11
470,Flora Melancon,23,3.03
343,Eva Egge,23,5.69
2666,Robyn Douglas,23,6.8
2715,Deborah Miller,23,0.36
2648,Janet Nelson,23,9.97
359,Michael Warmbier,23,8.15
638,William Spelman,23,9.29
2818,George Pena,23,5.56
378,Margaret Whittington,23,4.7
2634,Ronald Mcgee,23,3.08
641,Luis Davis,23,5.53
2821,Tiffany Liebert,23,9.61
629,Korey Cruz,23,5.58
3441,Kenneth Scovil,22,3.05
2100,Damon Harris,22,1.85
462,Martha Carroll,22,0.49
2005,Craig Stevenson,22,2.13
2004,Jared Brunson,22,5.37
1171,Sarah Murdock,22,6.48
1169,Gregory James,22,3.02
2298,Sharon Ward,22,0.37
1168,Angela Richie,22,3.62
3549,Kimberly Chism,22,8.11
2003,Melissa Hebert,22,8.98
3978,Florence Pruden,22,1.8
2098,Deborah Maurer,22,4.73
3294,Jose Cho,22,5.67
3951,Judith Arce,22,0.08
207,Emanuel Nagle,22,1.73
48,Marlon Cox,22,6.6
1500,John Shafer,22,6.51
4267,Katelyn Cedar,22,4.26
2309,Tonia Carpenter,22,1.82
1184,Tracey Parker,22,2.86
2283,Lois Harmon,22,9.17
1189,Shawn Harris,22,5.59
1219,Lynn Romero,22,2.65
1523,Debra Lopez,22,0.32
265,Chad Kling,22,1.49
1635,Anna Stoeckel,22,1.14
4723,Kristen Travers,22,6.07
1521,Annie Robinson,22,4.42
4208,Elsa Jeffries,22,0.79
4215,Adrian Dorsey,22,7.97
1225,John Williams,22,8.72
1224,Reuben Herrera,22,8.98
1212,Jose Pittsley,22,2.09
480,Barbara Glass,22,1.21
2105,Jean Keyser,22,4.23
4954,Jerome Nickle,22,3.82
4235,James Quincel,22,9.26
4955,Brenda Woodham,22,0.33
1201,Richard Johnson,22,4.66
3313,Joe Todd,22,9.93
1194,Dennis Tews,22,0.17
1643,Alissa Jackson,22,4.1
2102,Inez Shireman,22,5.4
2908,Shirley Tshudy,22,6.1
1653,Nina Harris,22,4.68
319,Ruby Luther,22,2.96
363,Talisha Lastrapes,22,3.07
4327,Ralph Sotak,22,2.53
2698,Belen Hale,22,8.66
1089,Jerry Langley,22,6.4
3819,Lindsey Stover,22,9.37
2696,Jose Dillon,22,3.83
1509,Curt Sylvester,22,9.67
3251,Carlos Garcia,22,2.08
2363,Jackie Small,22,0.31
3249,Lynn Mcnew,22,7.62
1073,Roger Hutto,22,3.0
2086,Ethel Bailey,22,9.13
360,James James,22,5.3
3812,Linda Hinostroza,22,0.13
2693,Norma Horton,22,8.59
3661,James Gonder,22,8.07
3572,James Pollack,22,7.11
3240,George Hunt,22,4.46
4358,Charles Reed,22,3.04
3238,Ronald Johnson,22,0.45
2861,Barbara Haney,22,2.43
1672,Joseph Roberson,22,2.05
1101,Brittany Grant,22,0.72
4198,Florence Schutz,22,9.82
2763,Stephanie Mcmahon,22,8.75
3970,Willard Duffy,22,1.04
365,Fermin Shaffer,22,9.27
2849,Earl Hill,22,5.98
1666,James Mccauley,22,7.33
1130,Mary Kersey,22,6.55
3829,Marie Watson,22,1.02
387,Patricia Dallas,22,0.1
2091,Michael Cummins,22,8.48
1122,Cecil Sisneros,22,8.77
1670,William Goldstein,22,5.52
3261,Beverly Peters,22,9.66
2701,Larry Hall,22,7.52
1111,Terri Silva,22,4.02
1985,Lou Hurst,22,2.41
2090,Susan Martinez,22,6.96
184,Willie Flipp,22,5.93
2781,Linda Williams,22,4.11
4320,Virginia Keister,22,1.75
3263,James Gorman,22,9.28
10,Margaret Little,22,6.25
1240,Matthew Mandrell,22,5.92
4197,Rebecca Park,22,2.31
191,Carol Oiler,22,3.48
1531,Rebekah Berhe,22,3.55
4066,Warren Mcduffy,22,7.03
1562,Linda Alpaugh,22,5.89
3409,Trent Swaim,22,9.36
1390,Nicholas Gonzalez,22,7.99
4088,Clyde Morrison,22,4.95
4010,Beatriz Ing,22,9.18
3450,Phyllis Mcgregor,22,6.62
3405,Lourdes Romanowski,22,5.09
252,Mai Reed,22,7.29
4092,Rodney Durbin,22,7.25
65,Latoya Sweeden,22,3.15
1582,Mildred Gonzales,22,7.23
3399,Danielle Pirtle,22,2.31
1583,Marvin Jeske,22,2.03
1373,Micaela Williford,22,7.55
4102,Diana Stokes,22,7.28
3514,Marvin Trawick,22,0.85
2173,Tony Bradley,22,5.24
4108,Robert Riera,22,6.7
3390,Kelly Hammer,22,0.42
2174,Ian Hudak,22,2.89
4912,Kimberly Arsenault,22,6.78
104,Felipe Pines,22,4.5
415,Thelma Carpio,22,2.84
1447,Loretta Baker,22,1.18
3439,Anne Bender,22,5.62
1437,Anthony Cornely,22,5.91
2135,Aaron Jenkins,22,8.28
2140,Roberto Baier,22,5.53
3496,Jackie Warren,22,0.4
2762,Christian Gantt,22,4.3
4032,Mary Buza,22,8.21
3433,Freddie Kirklin,22,3.82
393,Melissa Fee,22,6.26
3930,Kenneth Kwon,22,2.69
2152,Chantelle Macdonald,22,2.14
1543,John Neumann,22,9.93
1419,John Ulloa,22,0.7
148,Norma Irvine,22,0.61
1554,Sonia Ingram,22,9.22
2063,Ernesto Moak,22,4.96
1556,Dawn Claus,22,4.12
1558,George Leusink,22,3.0
3422,Jean Crawford,22,8.61
4062,Paulette Peters,22,9.43
73,Mickey Tola,22,0.35
2073,Katharine Day,22,7.81
1477,Edward Enriquez,22,9.74
3346,Stacy Toney,22,4.23
4365,Marion Daniels,22,3.4
2891,Scott Lizarraga,22,7.29
2218,Jeffrey Early,22,7.72
3352,Arthur Christopher,22,9.16
3985,Cynthia Wells,22,7.95
3351,Frank Vandiver,22,0.07
3870,Lyle Patterson,22,6.91
1281,Connie Jones,22,5.28
3347,Silas Jackson,22,8.19
1624,Judy Robbins,22,7.6
3990,Michael Menze,22,0.45
1272,George Hartzell,22,9.73
3532,Nettie Pepper,22,5.31
3533,Richard Sequeira,22,6.22
1259,Dora Ousley,22,6.44
2109,Sterling Gaines,22,7.53
3462,Naoma Pearce,22,6.87
1258,Mary Martin,22,5.64
3534,Christina Vernon,22,5.99
1630,Oscar Burt,22,8.79
3872,Rodney Holmes,22,7.18
2031,Rene Powers,22,9.38
1525,Brian Schaeffer,22,9.02
59,James Karst,22,7.81
4109,Eddie Underwood,22,6.69
3455,Rudolph Goodrich,22,0.6
421,Charles Wolfman,22,7.34
1478,Jody Constantino,22,9.34
244,William Fowler,22,4.21
4891,Mildred Green,22,4.15
3381,Paul House,22,9.72
60,Jack Rodriguez,22,6.11
2184,Michael Harper,22,4.68
3887,Justin Aracena,22,5.03
3358,Terry Bryant,22,5.7
3885,Lisa Okie,22,7.16
2732,Jamison Reda,22,9.69
1336,James Morgan,22,5.9
4884,Pablo Mangram,22,0.44
2887,Andrea Zuniga,22,7.13
1308,Dorothy Dejesus,22,8.53
445,Thomas Kim,22,3.74
4153,William Pitcak,22,6.13
2214,Jessica Sindorf,22,9.06
3660,Marian Wheelis,22,0.51
1057,Betty Ortega,22,4.85
4571,Carl Rolling,22,8.68
2962,John Abe,22,2.09
4576,Khalilah Horabik,22,3.06
1780,Andrew Kearns,22,9.79
1781,Marilynn Smith,22,1.32
3097,Harold Jugo,22,0.71
3096,Gertrude Moore,22,0.72
807,Erin Nozum,22,7.51
2520,Maurice Kopka,22,2.2
3093,Mary Sharp,22,9.53
3092,Jerry Swartz,22,1.35
3087,Robert Strohmeyer,22,8.23
3084,Jessica Stoneham,22,9.94
2530,Matthew Lin,22,9.14
4597,Arthur Hill,22,7.75
786,Hugo Curtis,22,9.35
127,Paul Peppers,22,6.21
128,Jorge Franz,22,2.83
3078,Michelle Waymire,22,8.34
1790,Linda Calhoon,22,7.12
4760,Katelynn Ross,22,1.63
2532,Emily Thompson,22,1.66
3709,Edward Ramirez,22,4.64
821,Garry Dennie,22,3.32
